AccusedMasterID,RiskScore,RepeatOffenderFlag,TopFactors,LastComputedDate,ModelVersion
583,67.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 42, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
584,95.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 67, ""contribution_prior_cases"": 70, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
585,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 63, ""contribution_prior_cases"": 98, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
586,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 19, ""contribution_prior_cases"": 84, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
587,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 152, ""contribution_prior_cases"": 140, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
588,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 112, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
589,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 100, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
590,100.0,1,"{""prior_case_count"": 11, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 154, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
591,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 28, ""contribution_prior_cases"": 84, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
592,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 52, ""contribution_prior_cases"": 140, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
593,38.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 405, ""contribution_prior_cases"": 28, ""contribution_heinous"": 0, ""contribution_recency"": 0}",2026-07-13,heuristic-v1
594,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 157, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
595,38.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 653, ""contribution_prior_cases"": 28, ""contribution_heinous"": 0, ""contribution_recency"": 0}",2026-07-13,heuristic-v1
596,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 84, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
597,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 33, ""contribution_prior_cases"": 98, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
598,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 26, ""contribution_prior_cases"": 112, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
599,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 118, ""contribution_prior_cases"": 70, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
600,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 19, ""contribution_prior_cases"": 84, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
601,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 42, ""contribution_prior_cases"": 140, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
602,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 16, ""contribution_prior_cases"": 98, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
603,77.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 95, ""contribution_prior_cases"": 42, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
604,77.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 143, ""contribution_prior_cases"": 42, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
605,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 70, ""contribution_prior_cases"": 84, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
606,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 112, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
607,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 145, ""contribution_prior_cases"": 112, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
608,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 33, ""contribution_prior_cases"": 140, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
609,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 98, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
610,100.0,1,"{""prior_case_count"": 16, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 38, ""contribution_prior_cases"": 224, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
611,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 125, ""contribution_prior_cases"": 84, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
612,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 152, ""contribution_prior_cases"": 140, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
613,93.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 266, ""contribution_prior_cases"": 56, ""contribution_heinous"": 20, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
614,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 27, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
615,100.0,1,"{""prior_case_count"": 12, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 59, ""contribution_prior_cases"": 168, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
616,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 140, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
617,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 140, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
618,63.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 131, ""contribution_prior_cases"": 28, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
619,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 87, ""contribution_prior_cases"": 98, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
620,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 112, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
621,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 73, ""contribution_prior_cases"": 112, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
622,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 26, ""contribution_prior_cases"": 112, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
623,83.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 193, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
624,100.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 98, ""contribution_prior_cases"": 56, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
625,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
626,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 7, ""most_recent_case_days_ago"": 46, ""contribution_prior_cases"": 140, ""contribution_heinous"": 70, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
627,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 131, ""contribution_prior_cases"": 126, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
628,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 29, ""contribution_prior_cases"": 112, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
629,67.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 134, ""contribution_prior_cases"": 42, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
630,100.0,1,"{""prior_case_count"": 11, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 60, ""contribution_prior_cases"": 154, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
631,100.0,1,"{""prior_case_count"": 11, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 60, ""contribution_prior_cases"": 154, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
632,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 52, ""contribution_prior_cases"": 70, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
633,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 28, ""contribution_prior_cases"": 140, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
634,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 5, ""most_recent_case_days_ago"": 62, ""contribution_prior_cases"": 140, ""contribution_heinous"": 50, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
635,100.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 56, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
636,34.0,0,"{""prior_case_count"": 1, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 567, ""contribution_prior_cases"": 14, ""contribution_heinous"": 10, ""contribution_recency"": 0}",2026-07-13,heuristic-v1
637,97.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 181, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
638,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 84, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
639,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 98, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
640,83.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 275, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
641,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 203, ""contribution_prior_cases"": 70, ""contribution_heinous"": 20, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
642,91.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 69, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
643,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 26, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
644,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 22, ""contribution_prior_cases"": 112, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
645,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 145, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
646,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 70, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
647,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 89, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
648,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 219, ""contribution_prior_cases"": 84, ""contribution_heinous"": 10, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
649,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 70, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
650,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 50, ""contribution_prior_cases"": 84, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
651,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 16, ""contribution_prior_cases"": 126, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
652,67.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 50, ""contribution_prior_cases"": 42, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
653,100.0,1,"{""prior_case_count"": 12, ""heinous_case_count"": 5, ""most_recent_case_days_ago"": 50, ""contribution_prior_cases"": 168, ""contribution_heinous"": 50, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
654,53.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 50, ""contribution_prior_cases"": 28, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
655,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 50, ""contribution_prior_cases"": 112, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
656,100.0,1,"{""prior_case_count"": 18, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 23, ""contribution_prior_cases"": 252, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
657,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 84, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
658,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 189, ""contribution_prior_cases"": 70, ""contribution_heinous"": 30, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
659,73.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 189, ""contribution_prior_cases"": 56, ""contribution_heinous"": 0, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
660,77.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 73, ""contribution_prior_cases"": 42, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
661,100.0,1,"{""prior_case_count"": 11, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 38, ""contribution_prior_cases"": 154, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
662,91.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 107, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
663,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 28, ""contribution_prior_cases"": 84, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
664,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 23, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
665,100.0,1,"{""prior_case_count"": 19, ""heinous_case_count"": 6, ""most_recent_case_days_ago"": 23, ""contribution_prior_cases"": 266, ""contribution_heinous"": 60, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
666,95.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 178, ""contribution_prior_cases"": 70, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
667,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 170, ""contribution_prior_cases"": 70, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
668,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 129, ""contribution_prior_cases"": 84, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
669,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 23, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
670,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 131, ""contribution_prior_cases"": 126, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
671,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 18, ""contribution_prior_cases"": 126, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
672,100.0,1,"{""prior_case_count"": 13, ""heinous_case_count"": 7, ""most_recent_case_days_ago"": 37, ""contribution_prior_cases"": 182, ""contribution_heinous"": 70, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
673,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 98, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
674,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 41, ""contribution_prior_cases"": 84, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
675,87.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 233, ""contribution_prior_cases"": 70, ""contribution_heinous"": 0, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
676,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 158, ""contribution_prior_cases"": 70, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
677,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 27, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
678,100.0,1,"{""prior_case_count"": 16, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 38, ""contribution_prior_cases"": 224, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
679,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 23, ""contribution_prior_cases"": 98, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
680,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 100, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
681,95.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 134, ""contribution_prior_cases"": 70, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
682,100.0,1,"{""prior_case_count"": 12, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 17, ""contribution_prior_cases"": 168, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
683,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 84, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
684,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 41, ""contribution_prior_cases"": 126, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
685,81.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 124, ""contribution_prior_cases"": 56, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
686,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 84, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
687,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 25, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
688,63.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 81, ""contribution_prior_cases"": 28, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
689,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 68, ""contribution_prior_cases"": 98, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
690,95.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 67, ""contribution_prior_cases"": 70, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
691,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 66, ""contribution_prior_cases"": 84, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
692,100.0,1,"{""prior_case_count"": 16, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 38, ""contribution_prior_cases"": 224, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
693,77.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 47, ""contribution_prior_cases"": 42, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
694,100.0,1,"{""prior_case_count"": 12, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 16, ""contribution_prior_cases"": 168, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
695,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 86, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
696,100.0,1,"{""prior_case_count"": 18, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 23, ""contribution_prior_cases"": 252, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
697,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 27, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
698,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 60, ""contribution_prior_cases"": 98, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
699,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 76, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
700,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 5, ""most_recent_case_days_ago"": 62, ""contribution_prior_cases"": 140, ""contribution_heinous"": 50, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
701,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 28, ""contribution_prior_cases"": 112, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
702,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 21, ""contribution_prior_cases"": 84, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
703,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 73, ""contribution_prior_cases"": 112, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
704,69.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 258, ""contribution_prior_cases"": 42, ""contribution_heinous"": 10, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
705,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 82, ""contribution_prior_cases"": 84, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
